,,,,,,,,Assembled dimensions,,,Total Weight,Number of boxes,Box 1,Box 2,Box 3,Box 4,Box 5,Box 6,Box 7,Box 8,Box 9,Box 10,TOTAL,Box 1 information,,,,,Box 2 information,,,,,Box 3 information,,,,,Box 4 information,,,,,Box 5 information,,,,,Box 6 information,,,,,Box 7 information,,,,,Box 8 information,,,,,Box 9 information,,,,,Box 10 information,,,,,Bullet Points,,,,,,Supporting Documents,,,,,,,,Images,,,,,,,,,,,,,,,,,,,,Categories,,,,,,,,,,,,,,,,,,,,,,,,,,,
80FPkdv721M848,PKDV721-M848,94036090,Display cabinet,Wensley Display Cabinet with 2 Doors 2 Drawers and 2 Glass Doors in Light Grey and Oak,"Showcase your collection with the Wensley Display Cabinet in Light Grey and Oak. Modern design, safety toughened glass, optional LED lighting, and soft-closing system.",Ligh Grey/Oak,5904767847135,100,184.6,41.7,59.2,2,30.4,28.8,,,,,,,,,0.137,5904767269388,106,51.4,14.3,0.078,5904767269326,175,41.5,8.1,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern design,Optional LED lighting available (Sold separately),Furniture fitted with transparent safety toughened glass,Light Grey and Oak effect,Comfort of use is ensured by a soft-closing system,,https://dl.dropboxusercontent.com/scl/fi/u6e6e7ytmbraz7e9ar8zo/80FPkdv721M848_AI.pdf?rlkey=mym1n94sm4g33of914i86fwns&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/85ueof15jwv3kczh1x58p/80FPkdv721M848_1.jpg?rlkey=2kjx526kqrbvp6ui640wf56z7&dl=0,https://www.dropbox.com/scl/fi/coaowoz8fetdn46tu0wmc/80FPkdv721M848_2.jpg?rlkey=mv2ii4prmkq0x0ftou39kif6o&dl=0,https://www.dropbox.com/scl/fi/reu5d7hwi9gu5qp06cn30/80FPkdv721M848_3.jpg?rlkey=t3ie55naqu1a49crftb8favu6&dl=0,https://www.dropbox.com/scl/fi/ljwbc6jxu0gj3mz2wrrji/80FPkdv721M848_4.jpg?rlkey=hfhjotpc776qizg03yy4tq99q&dl=0,https://www.dropbox.com/scl/fi/7xjr0cr3nyzp8ois9ckt1/80FPkdv721M848_5.jpg?rlkey=qxutfqvd2fprs75tijn9ibfu8&dl=0,https://www.dropbox.com/scl/fi/o0w800n7bgqlgk860kjb4/80FPkdv721M848_6.jpg?rlkey=ha7e805acqx56it37k6lmbgpz&dl=0,https://www.dropbox.com/scl/fi/tg1kmnpnn7ireo39r3ch3/80FPkdv721M848_7.jpg?rlkey=7o9q2lre4ifd8v7a1sz0y3zx9&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80FPkdv722M848,PKDV722-M848,94036090,Display cabinet,Wensley Display Cabinet with 1 Door and  1 Glass Door in Light Grey and Oak,"Enhance your display with the Wensley Display Cabinet in Light Grey and Oak. Modern design, optional LED lighting, stylish wooden knob handles, and soft-closing system.",Ligh Grey/Oak,5904767847142,100,184.6,41.7,53.5,2,23.5,30.0,,,,,,,,,0.137,5904767269876,112,53.9,8.9,0.053,5904767269616,178,51.4,9.2,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern design,Optional LED lighting available (Sold separately),Light Grey and Oak effect,"Stylish accents include wooden handles in the form of knobs and thin frames on the fronts, reminiscent of stucco.",Comfort of use is ensured by a soft-closing system,,https://dl.dropboxusercontent.com/scl/fi/xjveeqwmoyiqgg9jv5j9d/80FPkdv722M848_AI.pdf?rlkey=8yy6o9l1emrxlolzoikpprwdn&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/c3bb10rcaprk3tv32ht4s/80FPkdv722M848_1.jpg?rlkey=5z7ca2hq45m1v9uzazeslwa2f&dl=0,https://www.dropbox.com/scl/fi/ldu8bw1lmoxr659fn144n/80FPkdv722M848_2.jpg?rlkey=jhogx6rckwmt7irzhm3ufgip2&dl=0,https://www.dropbox.com/scl/fi/azb6kih7eoy9oh21mgum7/80FPkdv722M848_3.jpg?rlkey=o62bx8v75j02q05asjrv9x88h&dl=0,https://www.dropbox.com/scl/fi/5dnbrg6fs5xko4tu2aq90/80FPkdv722M848_4.jpg?rlkey=xdjot0y3d78dq1x7zg4ogo1r6&dl=0,https://www.dropbox.com/scl/fi/nhs75ugi2yszn0mjhy5ts/80FPkdv722M848_5.jpg?rlkey=d0ukfc8simeakpb96jfnwm982&dl=0,https://www.dropbox.com/scl/fi/ztf36o585jj6t6z5y0b6c/80FPkdv722M848_6.jpg?rlkey=3ej8cn3a62pi9ur0cwpm2mpfe&dl=0,https://www.dropbox.com/scl/fi/afkf0rwahn0g1cpxmzt20/80FPkdv722M848_7.jpg?rlkey=bbkveovaq4czbf3qdfos52dun&dl=0,https://www.dropbox.com/scl/fi/yp702s8efzit0b0bboeua/80FPkdv722M848_8.jpg?rlkey=dtlk211kfax1g5n1oso412g0j&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80FCR2V521LBD78,CR2V521LB-D78,94035000,Display Cabinet,Corona Display Cabinet in Artisan Oak,"Discover the captivating allure of the Corona collection, where practicality meets sophistication, the collection offers open recesses, drawers, doors, and shelves. Provide secure and stylish storage solutions with this high-quality selection of furniture.",Artisan Oak,5904767841775,108.4,160.3,41.3,67.8,2,25.0,42.8,,,,,,,,,0.178,5904767823825,101,61,10.5,0.065,5904767823832,166,43.9,15.5,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Traditional design,Light Artisan oak effect,", 1 glass door",1 drawer,3 shelves,Optional Lighting,https://dl.dropboxusercontent.com/scl/fi/c9ns2zyh5iyh069s5oe6t/80FCR2V521LBD78_AI.pdf?rlkey=vxawexyb9hbtmrb51zhl3uphl&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/oq25jq67wzibg5uygxk6s/80FCR2V521LBD78_1.jpg?rlkey=mp7763726s4lazhirhe12dfgw&dl=0,https://www.dropbox.com/scl/fi/0je7wgxjmgd0w3ggpjufm/80FCR2V521LBD78_2.jpg?rlkey=v5254gdukeneouk0j83qvbdtl&dl=0,https://www.dropbox.com/scl/fi/z45mehrtugj65w7zi16bh/80FCR2V521LBD78_3.jpg?rlkey=qfdj4vvmsvnothnt7gtzrw0sn&dl=0,https://www.dropbox.com/scl/fi/x5qu9yi89qu35z3g751ss/80FCR2V521LBD78_4.jpg?rlkey=jeu35fz6vjyjvvs49gbj5f9so&dl=0,https://www.dropbox.com/scl/fi/qn7jdkdm3e6anpgddky1m/80FCR2V521LBD78_5.jpg?rlkey=t1htnpfe7q5fxxx3bwoxaz596&dl=0,https://www.dropbox.com/scl/fi/914ei6dk9er9oyb5rrid9/80FCR2V521LBD78_6.jpg?rlkey=ohf651zxba4nfnqne5yqi2pss&dl=0,https://www.dropbox.com/scl/fi/lhxxsz1tejdl4v4yq5rjm/80FCR2V521LBD78_7.jpg?rlkey=emi3rym6peduvjjkyyn4fag3k&dl=0,https://www.dropbox.com/scl/fi/j9alr4ugne3ao9z8illng/80FCR2V521LBD78_8.jpg?rlkey=rntar1ne8dvnunrkm1pzosjhe&dl=0,https://www.dropbox.com/scl/fi/hjjlg35kq25kr8ord6rxu/80FCR2V521LBD78_9.jpg?rlkey=fhsufe669e8ix1hvmak5o3es1&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80FCR2V812BD78,CR2V812B-D78,94035000,Display Cabinet,Corona Narrow Display Cabinet in Artisan Oak,"Discover the captivating allure of the Corona collection, where practicality meets sophistication, the collection offers open recesses, drawers, doors, and shelves. Provide secure and stylish storage solutions with this high-quality selection of furniture.",Artisan Oak,5904767841782,71,212,41.3,64.1,2,30.5,33.6,,,,,,,,,0.151,5904767823863,82,49.2,18.8,0.076,5904767823870,219,79.2,4.3,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Traditional design,Light Artisan oak effect,"1 glass door, 1 door",1 drawer,3 shelves,Optional Lighting,https://dl.dropboxusercontent.com/scl/fi/rz9ipk304kc4bd9xslzqe/80FCR2V812BD78_AI.pdf?rlkey=bax6h6sifyubqw97azpuyaq36&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/sxj2t1zhaofbprbigzkfr/80FCR2V812BD78_1.jpg?rlkey=1ztmcsu5pk8a76f8kcyulvfmi&dl=0,https://www.dropbox.com/scl/fi/7cd381966v68kltal4sm2/80FCR2V812BD78_2.jpg?rlkey=4u054a0ks5prmq1guc4x3hts4&dl=0,https://www.dropbox.com/scl/fi/jc5wwpv9ndxjt0xl6bttu/80FCR2V812BD78_3.jpg?rlkey=m2fr3oeiabqpidgs8p0b5mfb6&dl=0,https://www.dropbox.com/scl/fi/2o4zuqawku1o2ewbgdmaa/80FCR2V812BD78_4.jpg?rlkey=ot34cwj55aigh8u6fyt9kwk4b&dl=0,https://www.dropbox.com/scl/fi/7ko2joewq6bylvxasz37t/80FCR2V812BD78_5.jpg?rlkey=kl7tthg6yu5emqr3afrlrm98j&dl=0,https://www.dropbox.com/scl/fi/m296xpnt6xhlh4af5pssi/80FCR2V812BD78_6.jpg?rlkey=ehcihrvb2xbknzyr1ad9m9cwr&dl=0,https://www.dropbox.com/scl/fi/2db1u0b2t8vsrz3iu7hoo/80FCR2V812BD78_7.jpg?rlkey=d0bc7gh7oka7p8p0e4451fsgn&dl=0,https://www.dropbox.com/scl/fi/w1g8wlzycr915lasm0bg5/80FCR2V812BD78_8.jpg?rlkey=iscpknjjkpbci6si5ni59r6d9&dl=0,https://www.dropbox.com/scl/fi/46x7pbpdcsp7wld0elp4b/80FCR2V812BD78_9.jpg?rlkey=xreg4ndlomfbb95jbtdltd2hg&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80FBhlv822M482L,Multiple SKUs,94036090,Display cabinet,Bohol Display Cabinet 4 Door 2 Drawer in Oak/White inc LED Lighting,Bohol Display Cabinet 4 Door 2 Drawer in Oak/White. Provensal design with a striking Riviera oak and Sibiu light larch finish. Includes LED lighting. Soft-closing system ensures comfort of use.,Riviera Oak/White,5061072803581,106,205.4,42,78.1,5,29.8,24.8,23.5,,,,,,,,0.189,5904767822767,123,44,11.8,0.064,5904767822774,214,53.8,6.8,0.078,5904767822781,214,41.5,5.1,0.045,5904767826048,27,11,5,0.001,5904767826048,27,11,5,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,Provensal design,Striking Riviera oak / Sibiu light larch finish,LED Lighting included,Comfort of use is ensured by a soft-closing system,Maximum load on the shelf up to 5 kg,Maximum drawer load up to 3 kg,https://dl.dropboxusercontent.com/scl/fi/8dnx7h8e201dsukpv1v68/80FBhlv822M482L_AI.pdf?rlkey=rccrepjkctdmwov44twkc59ag&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/wrwmxpq9u6e07wb58tkzd/80FBhlv822M482L_1.jpg?rlkey=clnpxz4swuiu5lwomw1qai0ge&dl=0,https://www.dropbox.com/scl/fi/8x2sejkmeoo7c7jgej2us/80FBhlv822M482L_2.jpg?rlkey=hwap96030nl8h21ybfiqdg56f&dl=0,https://www.dropbox.com/scl/fi/4i87bkiv9wfnujz20bznr/80FBhlv822M482L_3.jpg?rlkey=mcggr5sg95x6pthqufx3ctpwt&dl=0,https://www.dropbox.com/scl/fi/ng8u9nuf2xqwxjmb16wpw/80FBhlv822M482L_4.jpg?rlkey=c8ywcai3d7omzbh4ntof1n051&dl=0,https://www.dropbox.com/scl/fi/5thxsljfvh5ynnppewlfr/80FBhlv822M482L_5.jpg?rlkey=xety7ey8o53i4ffcpu6nrxky8&dl=0,https://www.dropbox.com/scl/fi/n5wfsmfp3m9dwrf9yjsjt/80FBhlv822M482L_6.jpg?rlkey=bk2ymek9bydwk1gm4q1c6soub&dl=0,https://www.dropbox.com/scl/fi/fbqn2biincwhk74l000zk/80FBhlv822M482L_7.jpg?rlkey=y1nxy1lu4196g3izcmlyqxbl2&dl=0,https://www.dropbox.com/scl/fi/95ge2ev36wmiuctb3ync4/80FBhlv822M482L_8.jpg?rlkey=exhp35cenvu77vgcjhxmudos1&dl=0,https://www.dropbox.com/scl/fi/xmsbypekg5637je4atweh/80FBhlv822M482L_9.jpg?rlkey=xx1bryv0ghukivaga6tht1dvn&dl=0,https://www.dropbox.com/scl/fi/8545p4ms1k2gayaukj579/80FBhlv822M482L_10.jpg?rlkey=4zze0epmgbmarz0j9lpex5icc&dl=0,https://www.dropbox.com/scl/fi/86xxas5rafqykbrrqcipp/80FBhlv822M482L_11.jpg?rlkey=6op7hzozh31icxj1n648wg51i&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80FLkdvh311M610L,Multiple SKUs,94036090,Display cabinet,Klara Display Cabinet with 1 Glass Door in Grey and Oak inc LED Lighting,"Enhance your space with the Klara Display Cabinet in Grey and Oak. Modern design, perfect for small spaces, convenient silent closing, and durable high-quality furniture board. LED Lighting included for extra style.",Artisan Oak/Uni Wolfram Grey,5061072803642,44,126.4,41.4,31,3,12.0,19.0,,,,,,,,,0.072,5904767820596,57,43.4,12.6,0.031,5904767820602,135,45.1,6.7,0.041,5904767997892,27,11,5,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern design,LED lighting included,Convenient use thanks to silent closing,Maximum load of the shelves up to 5 kg,High-quality furniture board ensures long service life,Maximum load of the shelves up to 5 kg,https://dl.dropboxusercontent.com/scl/fi/njazl17uaser6z68472pw/80FLkdvh311M610L_AI.pdf?rlkey=9zfnq753n6xqagbely35i3k59&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/gkbcgu4wqtya180ukvkr0/80FLkdvh311M610L_1.jpg?rlkey=pzf67gkgy9z0npbdr43vb4b7p&dl=0,https://www.dropbox.com/scl/fi/60gtdy4fffskc2z7s0q82/80FLkdvh311M610L_2.jpg?rlkey=upgk4j7f63e1txdq0nobpsrx1&dl=0,https://www.dropbox.com/scl/fi/kueocdj131r8h6fii8cxl/80FLkdvh311M610L_3.jpg?rlkey=njqohwpibzivgy91gzioracpm&dl=0,https://www.dropbox.com/scl/fi/i79ymvhjxsh9egm69yc28/80FLkdvh311M610L_4.jpg?rlkey=i4wuflqyha1xyjgovkwurceqz&dl=0,https://www.dropbox.com/scl/fi/enlqcaqleoag2s27ycitp/80FLkdvh311M610L_5.jpg?rlkey=676s8gwmtuxeo41gz7l9amyyf&dl=0,https://www.dropbox.com/scl/fi/9yima5pluqvawjbh60v6h/80FLkdvh311M610L_6.jpg?rlkey=ps7p4z7bjfagk0mj5fob8ij7s&dl=0,https://www.dropbox.com/scl/fi/vnvopix9z4q044eltqhko/80FLkdvh311M610L_7.jpg?rlkey=uowxftpfa992ze1hgf4ucbrmd&dl=0,https://www.dropbox.com/scl/fi/7aqwxrgaq5la8dfhczwy1/80FLkdvh311M610L_8.jpg?rlkey=roqyvpkfs8582lt853z0v0bpt&dl=0,https://www.dropbox.com/scl/fi/t6tjmvgbl57uqf5guo08b/80FLkdvh311M610L_9.jpg?rlkey=9vxsc1mbdalgzt34fppou6lmw&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80FPkdv621M848L,Multiple SKUs,94036090,Display cabinet,Wensley Display Cabinet with 2 Doors and 2 Glass Doors in Light Grey and Oak inc LED Lighting,"Showcase your treasures with the Wensley Display Cabinet in Light Grey and Oak. Modern design, LED lighting, soft-closing system, and elegant wooden knob handles.",Ligh Grey/Oak,5061072803666,100,162.8,41.7,51.7,4,21.0,30.7,,,,,,,,,0.153,5904767269524,94,41.5,15.6,0.061,5904767269531,112,51.4,15.7,0.090,5904767826048,27,11,5,0.001,5904767826048,27,11,5,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern design,LED lighting included,Light Grey and Oak effect,Comfort of use is ensured by a soft-closing system,"Stylish accents include wooden handles in the form of knobs and thin frames on the fronts, reminiscent of stucco.",,https://dl.dropboxusercontent.com/scl/fi/kubphogk2xk9vj2qtk68x/80FPkdv621M848L_AI.pdf?rlkey=w4c51tlkuizs1u578gckxykct&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/dx3rcifhw8sbj6jyec0tw/80FPkdv621M848L_1.jpg?rlkey=8tk97cn2hk5n0c7z3uu20y6uw&dl=0,https://www.dropbox.com/scl/fi/8svjsu3onqovnm1tc4ew3/80FPkdv621M848L_2.jpg?rlkey=zb1eine19nl34326ouywpn1g6&dl=0,https://www.dropbox.com/scl/fi/hvv01x8c0f6dfi577bydu/80FPkdv621M848L_3.jpg?rlkey=8sts0bmuz8q5udyqf5qulbj67&dl=0,https://www.dropbox.com/scl/fi/h1ru8kkc7ldxc702a5kgb/80FPkdv621M848L_4.jpg?rlkey=v9qv88yuhy8lw92b48lob7ptd&dl=0,https://www.dropbox.com/scl/fi/v26ejc7df3w5rv06olkwf/80FPkdv621M848L_5.jpg?rlkey=rbnxhjazubxdir2bzoa6lknet&dl=0,https://www.dropbox.com/scl/fi/30hs10py7wpbn5ispdmaq/80FPkdv621M848L_6.jpg?rlkey=vdj5kh6spgwv3knmmr3oq7q3h&dl=0,https://www.dropbox.com/scl/fi/mr2hpw25zm5ttgzuogk5r/80FPkdv621M848L_7.jpg?rlkey=o8uziry30etigejv85lwiuq3e&dl=0,https://www.dropbox.com/scl/fi/nhitzvp1t1yypj2a8huoo/80FPkdv621M848L_8.jpg?rlkey=1zm5bhjwd0z8xihw8m4j4etff&dl=0,https://www.dropbox.com/scl/fi/h4loh2jbmmojblotzi0sd/80FPkdv621M848L_9.jpg?rlkey=j9olmkgtuc0mm2b0knzzcys0d&dl=0,https://www.dropbox.com/scl/fi/pliy5203b0r4ad8hksdq0/80FPkdv621M848L_10.jpg?rlkey=u9xtr2nj9xze3eckxcyj7oxhq&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80FPkdv711M848L,Multiple SKUs,94036090,Display cabinet,Wensley Display Cabinet with 1 Door 1 Drawer and  1 Glass Door in Light Grey and Oak inc LED Lighting,"Display your items in style with the Wensley Display Cabinet in Light Grey and Oak. Modern design, safety toughened glass, LED lighting, and soft-closing system.",Ligh Grey/Oak,5061072803673,50,184.6,41.7,33.7,2,33.7,,,,,,,,,,0.085,5904767847128,184,52.2,8.8,0.084,5904767826048,27,11,5,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern design,LED lighting included,Furniture fitted with transparent safety toughened glass,Light Grey and Oak effect,Comfort of use is ensured by a soft-closing system,,https://dl.dropboxusercontent.com/scl/fi/pzzbcgjfw0poopprnccpx/80FPkdv711M848L_AI.pdf?rlkey=dp48et2yyb253x32j07lafy22&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/492br8f3luhljr1zc3shs/80FPkdv711M848L_1.jpg?rlkey=t6qmxmneceszchgagwdr5gdwk&dl=0,https://www.dropbox.com/scl/fi/awwyhyvcrujilvcgy43r2/80FPkdv711M848L_2.jpg?rlkey=05k3vr9l2bu2uy7kzzdlkb3fj&dl=0,https://www.dropbox.com/scl/fi/nqik104mryn2qnp2poqmf/80FPkdv711M848L_3.jpg?rlkey=27ydwviisnuv1pbm7ii3bda8m&dl=0,https://www.dropbox.com/scl/fi/670hj31sjzhu769x8elum/80FPkdv711M848L_4.jpg?rlkey=j7z87brmgbrj8v25ixtksf9kh&dl=0,https://www.dropbox.com/scl/fi/s2002547tufa2jonm6158/80FPkdv711M848L_5.jpg?rlkey=8k81t80uu24an46bemrbqdof6&dl=0,https://www.dropbox.com/scl/fi/zh00t51cn8mn53feq90p5/80FPkdv711M848L_6.jpg?rlkey=5pnlbldhluk730ihxzaouzq6d&dl=0,https://www.dropbox.com/scl/fi/0yr84294jtcjtolk4i68e/80FPkdv711M848L_7.jpg?rlkey=1dqtmyr8b3nsls6dxdluq7jum&dl=0,https://www.dropbox.com/scl/fi/xbdwv8z356kkioa2tlie5/80FPkdv711M848L_8.jpg?rlkey=3dfx6i8nl8vdawalbo8al3lhl&dl=0,https://www.dropbox.com/scl/fi/yvmty5psbmo9u000qr3kp/80FPkdv711M848L_9.jpg?rlkey=fbimkr1zlp8kiwyucff7zp9ib&dl=0,https://www.dropbox.com/scl/fi/va02cph812j4f2oltywdn/80FPkdv711M848L_10.jpg?rlkey=xne5awcr9pzkx4w8ilmqsddmm&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80FPkdv721M848L,Multiple SKUs,94036090,Display cabinet,Wensley Display Cabinet with 2 Doors 2 Drawers and 2 Glass Doors in Light Grey and Oak inc LED Lighting,"Showcase your collection with the Wensley Display Cabinet in Light Grey and Oak. Modern design, safety toughened glass, LED lighting, and soft-closing system.",Ligh Grey/Oak,5061072803680,100,184.6,41.7,59.2,3,30.4,28.8,,,,,,,,,0.138,5904767269388,106,51.4,14.3,0.078,5904767269326,175,41.5,8.1,0.059,5904767826048,27,11,5,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern design,LED lighting included,Furniture fitted with transparent safety toughened glass,Light Grey and Oak effect,Comfort of use is ensured by a soft-closing system,,https://dl.dropboxusercontent.com/scl/fi/83whz8nj6pvsa4f7f90kn/80FPkdv721M848L_AI.pdf?rlkey=i42ks85lbojksy99m94axa91g&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/iljvknstsufg4n2y8335q/80FPkdv721M848L_1.jpg?rlkey=nn7tsxu803qmblm0k1saqlnlq&dl=0,https://www.dropbox.com/scl/fi/lepv0mlx2da9n5lgopm0y/80FPkdv721M848L_2.jpg?rlkey=a3vfezwh3aylo5bflsrgjdypn&dl=0,https://www.dropbox.com/scl/fi/h6mh7rtksl2sfr3tngsek/80FPkdv721M848L_3.jpg?rlkey=vh1kph49fs4j2o4wqa0biwhq4&dl=0,https://www.dropbox.com/scl/fi/8tyfflvx8j9n68rxoac8h/80FPkdv721M848L_4.jpg?rlkey=xz93pbl07uz59y0o73shoo63h&dl=0,https://www.dropbox.com/scl/fi/hunlvg5zy80p6k91ifmal/80FPkdv721M848L_5.jpg?rlkey=9w2wqh9vsexqy30svg1zi4q3u&dl=0,https://www.dropbox.com/scl/fi/67fewpza8sk625cais2qc/80FPkdv721M848L_6.jpg?rlkey=ox3e82rb77xlnb438ax3kp1zn&dl=0,https://www.dropbox.com/scl/fi/l4ylbb83y98h7gbjmwqpf/80FPkdv721M848L_7.jpg?rlkey=foy9ly6b26pkwruu692bw88w8&dl=0,https://www.dropbox.com/scl/fi/6opb551caemd0ztmdyhd1/80FPkdv721M848L_8.jpg?rlkey=qgj0cmzwtnjo9oevuvjfbenf7&dl=0,https://www.dropbox.com/scl/fi/v51u0zijx909phsgidsa6/80FPkdv721M848L_9.jpg?rlkey=p4j905y5st4omfoxyyv3oppgg&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80FPkdv722M848L,Multiple SKUs,94036090,Display cabinet,Wensley Display Cabinet with 1 Door and  1 Glass Door in Light Grey and Oak inc LED Lighting,"Enhance your display with the Wensley Display Cabinet in Light Grey and Oak. Modern design, LED lighting, stylish wooden knob handles, and soft-closing system.",Ligh Grey/Oak,5061072803697,100,184.6,41.7,53.5,3,23.5,30.0,,,,,,,,,0.138,5904767269876,112,53.9,8.9,0.053,5904767269616,178,51.4,9.2,0.084,5904767826048,27,11,5,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern design,LED lighting included,Light Grey and Oak effect,"Stylish accents include wooden handles in the form of knobs and thin frames on the fronts, reminiscent of stucco.",Comfort of use is ensured by a soft-closing system,,https://dl.dropboxusercontent.com/scl/fi/n3jt9p3nnc1xrrw1s2grd/80FPkdv722M848L_AI.pdf?rlkey=7j020h2eoccqk2fv74p8c8i2g&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/1kop7i7gdcide7k1nvmwf/80FPkdv722M848L_1.jpg?rlkey=xdy1nqz8j6o4ugak6jpchxnn8&dl=0,https://www.dropbox.com/scl/fi/2ydzark262iibwb0gdw41/80FPkdv722M848L_2.jpg?rlkey=6cbfg5s8bigfuv952a42tk5ux&dl=0,https://www.dropbox.com/scl/fi/yhr8w3t1hu5twonfgmk09/80FPkdv722M848L_3.jpg?rlkey=by1whiy6s0szkt7ndvthh7olm&dl=0,https://www.dropbox.com/scl/fi/cs8w8n93e0ym48t7nf9uu/80FPkdv722M848L_4.jpg?rlkey=z9y0z8jcbqbzqiwvl7erfzkap&dl=0,https://www.dropbox.com/scl/fi/7mrrtft4onlcq88y10rvn/80FPkdv722M848L_5.jpg?rlkey=9zr0ylp7rlsfmkvtc7b0rvu3e&dl=0,https://www.dropbox.com/scl/fi/uoiaayc5nehua2jmpp787/80FPkdv722M848L_6.jpg?rlkey=05z5mpejlhnnq3sfbdqk2edri&dl=0,https://www.dropbox.com/scl/fi/giwjz6xeoom7aqtg2lb85/80FPkdv722M848L_7.jpg?rlkey=i69j9c6ow7qxa3lmzewtiwz9l&dl=0,https://www.dropbox.com/scl/fi/2znwihkupu2i3duh0gjiv/80FPkdv722M848L_8.jpg?rlkey=yqhixd8jizlocch4iea1el67c&dl=0,https://www.dropbox.com/scl/fi/w0hwu4f9a4ynmfe7xh9ku/80FPkdv722M848L_9.jpg?rlkey=scxhhnkc4qhffusbpi6vf8d5s&dl=0,https://www.dropbox.com/scl/fi/rz1geyiif8a986btjagbu/80FPkdv722M848L_10.jpg?rlkey=ln62ms3t2omk5aezbqag3z44j&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90A0000109559,0000109559,9401710000,Ella,Ella Swivel Beige Dining Chair,"The Ella dining chair offers a blend of comfort and modern design, featuring a swivel function for easy movement. Upholstered in a beige bouclé-like Monza fabric with a curly texture, it adds a touch of softness and style to any space. The 4-star base, made from grey rough powder-coated steel, provides sturdy support and a sleek, contemporary finish. Perfect for both dining and workspaces, this chair combines functionality with an elegant aesthetic.",Beige,5713941379399,53,78,54,10.5,1,10.5,,,,,,,,,,0.155,5713941379399,56,52,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Made of fire resistant materials,Upholstered in a beige bouclé-like cover with a curly structure,Features swivel function for easy movement,4-star base made of grey powder coated steel,Designed by Lasse Cha Pedersen,FSC™ certified,,,,,,,,,https://www.dropbox.com/scl/fi/h8d27uu58xzzl3cvqv44w/90A0000109559_1.jpg?rlkey=6pnffczwjnuya5t255pmlz8jp&dl=0,https://www.dropbox.com/scl/fi/xqd8al5vldskklxyn1m6w/90A0000109559_2.jpg?rlkey=k193t8t3ke45ktvnl4e5e2vvl&dl=0,https://www.dropbox.com/scl/fi/r7yve1g8b5eay7lj710rw/90A0000109559_3.jpg?rlkey=hroozy4mvutfp2sntrpe42fx5&dl=0,https://www.dropbox.com/scl/fi/d1gy91g21etq3ypqrxsvd/90A0000109559_4.jpg?rlkey=hneebk49rx77p3xggpu9lg1p9&dl=0,https://www.dropbox.com/scl/fi/99r45mt9fs6qbizuv7gez/90A0000109559_5.jpg?rlkey=tyo3f93u2rhr2zidl0drbxd19&dl=0,https://www.dropbox.com/scl/fi/p3ja3o6aamqys1842olun/90A0000109559_6.jpg?rlkey=azbp5j3jqlinglktkz30r3gm0&dl=0,https://www.dropbox.com/scl/fi/02507m1ysjb4q4wp4ai9l/90A0000109559_7.jpg?rlkey=wh8n0zst4isfg2ew519u6lt0p&dl=0,https://www.dropbox.com/scl/fi/rpby507dh1ug7kmmu6n3q/90A0000109559_8.jpg?rlkey=j9ozdtp3qxiqwjw3nkalo6doc&dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
